form,lemma,part_of_speech,id_sen
меж,меж,ADP,1122.0
пальцев,палец,NOUN,1122.0
.,.,PUNCT,1122.0
Без,без,ADP,1123.0
излишней,излишний,ADJ,1123.0
стремительности,стремительность,NOUN,1123.0
",",",",PUNCT,1123.0
без,без,ADP,1123.0
обрывов,обрыв,NOUN,1123.0
и,и,CCONJ,1123.0
узлов,узел,NOUN,1123.0
",",",",PUNCT,1123.0
она,она,PRON,1123.0
",",",",PUNCT,1123.0
эта,этот,DET,1123.0
нить,нить,NOUN,1123.0
",",",",PUNCT,1123.0
находилась,находиться,VERB,1123.0
в,в,ADP,1123.0
ровном,ровный,ADJ,1123.0
и,и,CCONJ,1123.0
несильном,несильный,ADJ,1123.0
натяжении,натяжение,NOUN,1123.0
и,и,CCONJ,1123.0
лишь,лишь,PART,1123.0
временами,временами,ADV,1123.0
немного,немного,ADV,1123.0
провисала,провисать,VERB,1123.0
.,.,PUNCT,1123.0
Собственно,собственно,ADV,1124.0
",",",",PUNCT,1124.0
и,и,PART,1124.0
принадлежность,принадлежность,NOUN,1124.0
его,его,DET,1124.0
к,к,ADP,1124.0
старому,старый,ADJ,1124.0
и,и,CCONJ,1124.0
славному,славный,ADJ,1124.0
русскому,русский,ADJ,1124.0
роду,род,NOUN,1124.0
не,не,PART,1124.0
слишком,слишком,ADV,1124.0
существенна,существенный,ADJ,1124.0
.,.,PUNCT,1124.0
Если,если,SCONJ,1125.0
его,он,PRON,1125.0
родителям,родитель,NOUN,1125.0
еще,еще,ADV,1125.0
приходилось,приходиться,VERB,1125.0
вспоминать,вспоминать,VERB,1125.0
и,и,CCONJ,1125.0
определять,определять,VERB,1125.0
отношение,отношение,NOUN,1125.0
к,к,ADP,1125.0
своей,свой,DET,1125.0
фамилии,фамилия,NOUN,1125.0
",",",",PUNCT,1125.0
то,то,SCONJ,1125.0
это,это,PRON,1125.0
было,быть,AUX,1125.0
в,в,ADP,1125.0
давние,давний,ADJ,1125.0
годы,год,NOUN,1125.0
",",",",PUNCT,1125.0
когда,когда,SCONJ,1125.0
Левы,Лева,PROPN,1125.0
еще,еще,ADV,1125.0
не,не,PART,1125.0
было,быть,VERB,1125.0
или,или,CCONJ,1125.0
он,он,PRON,1125.0
был,быть,AUX,1125.0
во,в,ADP,1125.0
чреве,чрево,NOUN,1125.0
.,.,PUNCT,1125.0
А,а,CCONJ,1126.0
у,у,ADP,1126.0
самого,сам,ADJ,1126.0
Левы,Лева,PROPN,1126.0
",",",",PUNCT,1126.0
с,с,ADP,1126.0
тех,тот,DET,1126.0
пор,пора,NOUN,1126.0
как,как,SCONJ,1126.0
он,он,PRON,1126.0
себя,себя,PRON,1126.0
помнил,помнить,VERB,1126.0
",",",",PUNCT,1126.0
уже,уже,ADV,1126.0
не,не,PART,1126.0
возникало,возникать,VERB,1126.0
в,в,ADP,1126.0
этом,это,PRON,1126.0
необходимости,необходимость,NOUN,1126.0
",",",",PUNCT,1126.0
и,и,CCONJ,1126.0
был,быть,AUX,1126.0
он,он,PRON,1126.0
скорее,скорее,ADV,1126.0
однофамильцем,однофамилец,NOUN,1126.0
",",",",PUNCT,1126.0
чем,чем,SCONJ,1126.0
потомком,потомок,NOUN,1126.0
.,.,PUNCT,1126.0
Он,он,PRON,1127.0
был,быть,AUX,1127.0
Лева,Лева,PROPN,1127.0
.,.,PUNCT,1127.0
В,в,ADP,1128.0
младенчестве,младенчество,NOUN,1128.0
",",",",PUNCT,1128.0
правда,правда,ADV,1128.0
(,(,PUNCT,1128.0
Лева,Лева,PROPN,1128.0
был,быть,AUX,1128.0
зачат,зачать,VERB,1128.0
в,в,ADP,1128.0
роковом,роковой,ADJ,1128.0
году,год,NOUN,1128.0
),),PUNCT,1128.0
",",",",PUNCT,1128.0
случились,случиться,VERB,1128.0
с,с,ADP,1128.0
ним,он,PRON,1128.0
",",",",PUNCT,1128.0
вернее,верно,ADV,1128.0
с,с,ADP,1128.0
его,он,PRON,1128.0
родителями,родитель,NOUN,1128.0
",",",",PUNCT,1128.0
кой-какие,кой-какой,ADJ,1128.0
неприятные,неприятный,ADJ,1128.0
перемещения,перемещение,NOUN,1128.0
в,в,ADP,1128.0
сторону,сторона,NOUN,1128.0
их,они,PRON,1128.0
замечательного,замечательный,ADJ,1128.0
предка,предок,NOUN,1128.0
",",",",PUNCT,1128.0
так,так,ADV,1128.0
сказать,сказать,VERB,1128.0
",",",",PUNCT,1128.0
"""","""",PUNCT,1128.0
во,в,ADP,1128.0
глубину,глубина,NOUN,1128.0
сибирских,сибирский,ADJ,1128.0
руд,руда,NOUN,1128.0
"""","""",PUNCT,1128.0
.,.,PUNCT,1128.0
Лева,Лева,PROPN,1129.0
помнил,помнить,VERB,1129.0
это,это,PRON,1129.0
глухо,глухо,ADV,1129.0
:,:,PUNCT,1129.0
холодно,холодный,ADJ,1129.0
",",",",PUNCT,1129.0
мама,мама,NOUN,1129.0
выменяла,выменять,VERB,1129.0
кимоно,кимоно,NOUN,1129.0
(,(,PUNCT,1129.0
огромные,огромный,ADJ,1129.0
шелковые,шелковый,ADJ,1129.0
цветы,цветы,NOUN,1129.0
),),PUNCT,1129.0
на,на,ADP,1129.0
картошку,картошка,NOUN,1129.0
",",",",PUNCT,1129.0
а,а,CCONJ,1129.0
он,он,PRON,1129.0
",",",",PUNCT,1129.0
Левушка,Левушка,PROPN,1129.0
",",",",PUNCT,1129.0
как-то,как-то,ADV,1129.0
побежал,побежать,VERB,1129.0
к,к,ADP,1129.0
пруду,пруд,NOUN,1129.0
и,и,CCONJ,1129.0
нашел,найти,VERB,1129.0
на,на,ADP,1129.0
берегу,берег,NOUN,1129.0
три,три,NUM,1129.0
рубля,рубль,NOUN,1129.0
",",",",PUNCT,1129.0
-,-,PUNCT,1129.0
вот,вот,PART,1129.0
этот,этот,DET,1129.0
уголок,уголок,NOUN,1129.0
воды,вода,NOUN,1129.0
",",",",PUNCT,1129.0
уголок,уголок,NOUN,1129.0
серого,серый,ADJ,1129.0
сплошного,сплошной,ADJ,1129.0
забора,забор,NOUN,1129.0
и,и,CCONJ,1129.0
камушек,камушек,NOUN,1129.0
",",",",PUNCT,1129.0
об,о,ADP,1129.0
который,который,PRON,1129.0
больно,больно,ADV,1129.0
зашибся,зашибиться,VERB,1129.0
от,от,ADP,1129.0
радости,радость,NOUN,1129.0
",",",",PUNCT,1129.0
да,да,CCONJ,1129.0
цвет,цвет,NOUN,1129.0
трехрублевой,трехрублевый,ADJ,1129.0
бумажки,бумажка,NOUN,1129.0
он,он,PRON,1129.0
и,и,PART,1129.0
запомнил,запомнить,VERB,1129.0
.,.,PUNCT,1129.0
Не,не,PART,1130.0
мог,мочь,VERB,1130.0
он,он,PRON,1130.0
ни,ни,CCONJ,1130.0
помнить,помнить,VERB,1130.0
",",",",PUNCT,1130.0
ни,ни,CCONJ,1130.0
понимать,понимать,VERB,1130.0
",",",",PUNCT,1130.0
что,что,SCONJ,1130.0
отцу,отец,NOUN,1130.0
"""","""",PUNCT,1130.0
еще,еще,ADV,1130.0
повезло,везти,VERB,1130.0
"""","""",PUNCT,1130.0
",",",",PUNCT,1130.0
что,что,SCONJ,1130.0
таких,такой,DET,1130.0
"""","""",PUNCT,1130.0
мягких,мягкий,ADJ,1130.0
"""","""",PUNCT,1130.0
мер,мера,NOUN,1130.0
вообще,вообще,ADV,1130.0
не,не,PART,1130.0
бывает,бывать,VERB,1130.0
и,и,CCONJ,1130.0
то,то,PRON,1130.0
",",",",PUNCT,1130.0
что,что,PRON,1130.0
с,с,ADP,1130.0
ними,они,PRON,1130.0
произошло,произойти,VERB,1130.0
",",",",PUNCT,1130.0
-,-,PUNCT,1130.0
большая,большой,ADJ,1130.0
удача,удача,NOUN,1130.0
и,и,CCONJ,1130.0
счастливый,счастливый,ADJ,1130.0
случай,случай,NOUN,1130.0
потому,потому,ADV,1130.0
хотя,хотя,PART,1130.0
бы,бы,PART,1130.0
",",",",PUNCT,1130.0
что,что,SCONJ,1130.0
деда,дед,NOUN,1130.0
Левушкиного,левушкин,ADJ,1130.0
"""","""",PUNCT,1130.0
взяли,брать,VERB,1130.0
"""","""",PUNCT,1130.0
еще,еще,ADV,1130.0
в,в,ADP,1130.0
год,год,NOUN,1130.0
свадьбы,свадьба,NOUN,1130.0
родителей,родитель,NOUN,1130.0
",",",",PUNCT,1130.0
почти,почти,ADV,1130.0
десять,десять,NUM,1130.0
лет,год,NOUN,1130.0
тому,тому,ADP,1130.0
",",",",PUNCT,1130.0
а,а,CCONJ,1130.0
их,они,PRON,1130.0
вот,вот,PART,1130.0
все,весь,DET,1130.0
эти,этот,DET,1130.0
годы,год,NOUN,1130.0
"""","""",PUNCT,1130.0
не,не,PART,1130.0
трогали,трогать,VERB,1130.0
"""","""",PUNCT,1130.0
.,.,PUNCT,1130.0
(,(,PUNCT,1131.0
А,а,CCONJ,1131.0
то,то,PRON,1131.0
",",",",PUNCT,1131.0
что,что,SCONJ,1131.0
деда,дед,NOUN,1131.0
еще,еще,ADV,1131.0
тогда,тогда,ADV,1131.0
",",",",PUNCT,1131.0
_,_,,1131.0
это,это,PRON,1131.0
деду,дед,NOUN,1131.0
тоже,тоже,PART,1131.0
"""","""",PUNCT,1131.0
повезло,везти,VERB,1131.0
"""","""",PUNCT,1131.0
",",",",PUNCT,1131.0
потому,потому,ADV,1131.0
что,что,SCONJ,1131.0
-,-,PUNCT,1131.0
"""","""",PUNCT,1131.0
вовремя,вовремя,ADV,1131.0
"""","""",PUNCT,1131.0
",",",",PUNCT,1131.0
позже,поздно,ADV,1131.0
с,с,ADP,1131.0
ним,он,PRON,1131.0
бы,бы,AUX,1131.0
"""","""",PUNCT,1131.0
не,не,PART,1131.0
так,так,ADV,1131.0
обошлись,обойтись,VERB,1131.0
"""","""",PUNCT,1131.0
",",",",PUNCT,1131.0
а,а,CCONJ,1131.0
так,так,ADV,1131.0
он,он,PRON,1131.0
перекочевал,перекочевать,VERB,1131.0
из,из,ADP,1131.0
ссылки,ссылка,NOUN,1131.0
в,в,ADP,1131.0
ссылку,ссылка,NOUN,1131.0
и,и,CCONJ,1131.0
только,только,PART,1131.0
…,…,PUNCT,1131.0
),),PUNCT,1131.0
А,а,CCONJ,1132.0
то,то,PRON,1132.0
",",",",PUNCT,1132.0
что,что,SCONJ,1132.0
вестей,весть,NOUN,1132.0
от,от,ADP,1132.0
деда,дед,NOUN,1132.0
не,не,PART,1132.0
было,быть,VERB,1132.0
",",",",PUNCT,1132.0
тоже,тоже,PART,1132.0
могло,мочь,VERB,1132.0
быть,быть,AUX,1132.0
как,как,ADV,1132.0
угодно,угодно,ADV,1132.0
плохо,плохой,ADJ,1132.0
",",",",PUNCT,1132.0
но,но,CCONJ,1132.0
уже,уже,ADV,1132.0
не,не,PART,1132.0
для,для,ADP,1132.0
деда,дед,NOUN,1132.0
",",",",PUNCT,1132.0
а,а,CCONJ,1132.0
для,для,ADP,1132.0
них,они,PRON,1132.0
:,:,PUNCT,1132.0
мало,мало,ADV,1132.0
ли,ли,PART,1132.0
как,как,SCONJ,1132.0
он,он,PRON,1132.0
там,там,ADV,1132.0
и,и,CCONJ,1132.0
что,что,PRON,1132.0
он,он,PRON,1132.0
там,там,ADV,1132.0
…,…,PUNCT,1132.0
Не,не,PART,1133.0
говоря,говорить,VERB,1133.0
об,о,ADP,1133.0
остальных,остальной,ADJ,1133.0
",",",",PUNCT,1133.0
"""","""",PUNCT,1133.0
закордонных,закордонный,ADJ,1133.0
"""","""",PUNCT,1133.0
",",",",PUNCT,1133.0
родственниках,родственник,NOUN,1133.0
-,-,PUNCT,1133.0
оттуда,оттуда,ADV,1133.0
можно,можно,ADV,1133.0
было,быть,AUX,1133.0
ждать,ждать,VERB,1133.0
любого,любой,DET,1133.0
подвоха,подвох,NOUN,1133.0
.,.,PUNCT,1133.0
В,в,ADP,1134.0
общем,общий,ADJ,1134.0
",",",",PUNCT,1134.0
"""","""",PUNCT,1134.0
могло,мочь,VERB,1134.0
быть,быть,AUX,1134.0
хуже,плохой,ADJ,1134.0
"""","""",PUNCT,1134.0
.,.,PUNCT,1134.0
Но,но,CCONJ,1135.0
Леве,Лева,PROPN,1135.0
эти,этот,DET,1135.0
позитивные,позитивный,ADJ,1135.0
выкладки,выкладка,NOUN,1135.0
не,не,PART,1135.0
были,быть,AUX,1135.0
доступны,доступный,ADJ,1135.0
.,.,PUNCT,1135.0
Не,не,PART,1136.0
мог,мочь,VERB,1136.0
он,он,PRON,1136.0
этого,это,PRON,1136.0
ни,ни,CCONJ,1136.0
помнить,помнить,VERB,1136.0
",",",",PUNCT,1136.0
ни,ни,CCONJ,1136.0
понимать,понимать,VERB,1136.0
и,и,PART,1136.0
потом,потом,ADV,1136.0
",",",",PUNCT,1136.0
когда,когда,SCONJ,1136.0
бы,бы,AUX,1136.0
мог,мочь,VERB,1136.0
",",",",PUNCT,1136.0
если,если,SCONJ,1136.0
и,и,PART,1136.0
не,не,PART,1136.0
понимать,понимать,VERB,1136.0
",",",",PUNCT,1136.0
то,то,SCONJ,1136.0
помнить,помнить,VERB,1136.0
",",",",PUNCT,1136.0
потому,потому,ADV,1136.0
что,что,SCONJ,1136.0
разговоры,разговор,NOUN,1136.0
о,о,ADP,1136.0
деде,дед,NOUN,1136.0
не,не,PART,1136.0
велись,вести,VERB,1136.0
при,при,ADP,1136.0
нем,он,PRON,1136.0
еще,еще,ADV,1136.0
лет,год,NOUN,1136.0
десять,десять,NUM,1136.0
",",",",PUNCT,1136.0
а,а,CCONJ,1136.0
все,все,PRON,1136.0
",",",",PUNCT,1136.0
что,что,PRON,1136.0
было,быть,AUX,1136.0
лично,лично,ADV,1136.0
с,с,ADP,1136.0
ним,он,PRON,1136.0
",",",",PUNCT,1136.0
с,с,ADP,1136.0
Левой,Лева,PROPN,1136.0
",",",",PUNCT,1136.0
обратилось,обратиться,VERB,1136.0
каким-то,какой-то,DET,1136.0
образом,образ,NOUN,1136.0
в,в,ADP,1136.0
так,так,ADV,1136.0
называемое,называть,VERB,1136.0
военное,военный,ADJ,1136.0
детство,детство,NOUN,1136.0
.,.,PUNCT,1136.0
Действительно,действительно,ADV,1137.0
",",",",PUNCT,1137.0
вскоре,вскоре,ADV,1137.0
после,после,ADP,1137.0
их,они,PRON,1137.0
высылки,высылка,NOUN,1137.0
началась,начаться,VERB,1137.0
война,война,NOUN,1137.0
",",",",PUNCT,1137.0
в,в,ADP,1137.0
их,их,DET,1137.0
глубинке,глубинка,NOUN,1137.0
появились,появиться,VERB,1137.0
эвакуированные,эвакуировать,VERB,1137.0
",",",",PUNCT,1137.0
и,и,CCONJ,1137.0
уже,уже,ADV,1137.0
ничего,ничто,PRON,1137.0
исключительного,исключительный,ADJ,1137.0
в,в,ADP,1137.0
положении,положение,NOUN,1137.0
их,они,PRON,1137.0
семьи,семья,NOUN,1137.0
не,не,PART,1137.0
было,быть,VERB,1137.0
.,.,PUNCT,1137.0
Все,все,PRON,1138.0
в,в,ADP,1138.0
конце,конец,NOUN,1138.0
концов,конец,NOUN,1138.0
по,по,ADP,1138.0
каким-то,какой-то,DET,1138.0
причинам,причина,NOUN,1138.0
",",",",PUNCT,1138.0
скрытым,скрыть,VERB,1138.0
от,от,ADP,1138.0
Левы,Лева,PROPN,1138.0
еще,еще,ADV,1138.0
дольше,долго,ADV,1138.0
",",",",PUNCT,1138.0
чем,чем,SCONJ,1138.0
существование,существование,NOUN,1138.0
"""","""",PUNCT,1138.0
живого,живой,ADJ,1138.0
"""","""",PUNCT,1138.0
деда,дед,NOUN,1138.0
",",",",PUNCT,1138.0
обошлось,обойтись,VERB,1138.0
благополучно,благополучно,ADV,1138.0
",",",",PUNCT,1138.0
и,и,CCONJ,1138.0
после,после,ADP,1138.0
войны,война,NOUN,1138.0
они,они,PRON,1138.0
вернулись,вернуться,VERB,1138.0
в,в,ADP,1138.0
родной,родной,ADJ,1138.0
город,город,NOUN,1138.0
как,как,ADV,1138.0
бы,бы,PART,1138.0
из,из,ADP,1138.0
эвакуации,эвакуация,NOUN,1138.0
",",",",PUNCT,1138.0
все,весь,DET,1138.0
втроем,втроем,ADV,1138.0
",",",",PUNCT,1138.0
без,без,ADP,1138.0
потерь,потеря,NOUN,1138.0
.,.,PUNCT,1138.0
Папа,папа,NOUN,1139.0
стал,стать,VERB,1139.0
доцентствовать,доцентствовать,VERB,1139.0
по-прежнему,по-прежнему,ADV,1139.0
в,в,ADP,1139.0
университете,университет,NOUN,1139.0
",",",",PUNCT,1139.0
постепенно,постепенно,ADV,1139.0
защищая,защищать,VERB,1139.0
докторскую,докторский,ADJ,1139.0
и,и,CCONJ,1139.0
занимая,занимать,VERB,1139.0
кафедру,кафедра,NOUN,1139.0
",",",",PUNCT,1139.0
на,на,ADP,1139.0
которой,который,PRON,1139.0
когда-то,когда-то,ADV,1139.0
блистал,блистать,VERB,1139.0
его,он,PRON,1139.0
отец,отец,NOUN,1139.0
(,(,PUNCT,1139.0
единственное,единственный,ADJ,1139.0
",",",",PUNCT,1139.0
что,что,PRON,1139.0
знал,знать,VERB,1139.0
Лева,Лева,PROPN,1139.0
о,о,ADP,1139.0
деде,дед,NOUN,1139.0
),),PUNCT,1139.0
;,;,PUNCT,1139.0
сам,сам,ADJ,1139.0
Лева,Лева,PROPN,1139.0
учился,учиться,VERB,1139.0
и,и,CCONJ,1139.0
рос,расти,VERB,1139.0
",",",",PUNCT,1139.0
постепенно,постепенно,ADV,1139.0
кончая,кончать,VERB,1139.0
школу,школа,NOUN,1139.0
и,и,CCONJ,1139.0
поступая,поступать,VERB,1139.0
в,в,ADP,1139.0
университет,университет,NOUN,1139.0
к,к,ADP,1139.0
своему,свой,DET,1139.0
отцу,отец,NOUN,1139.0
;,;,PUNCT,1139.0
мама,мама,NOUN,1139.0
будто,будто,PART,1139.0
бы,бы,PART,1139.0
ничего,ничто,PRON,1139.0
не,не,PART,1139.0
делала,делать,VERB,1139.0
и,и,CCONJ,1139.0
старела,стареть,VERB,1139.0
.,.,PUNCT,1139.0
Лева,Лева,PROPN,1140.0
рос,расти,VERB,1140.0
в,в,ADP,1140.0
так,так,ADV,1140.0
называемой,называть,VERB,1140.0
академической,академический,ADJ,1140.0
среде,среда,NOUN,1140.0
и,и,CCONJ,1140.0
с,с,ADP,1140.0
детства,детство,NOUN,1140.0
мечтал,мечтать,VERB,1140.0
стать,стать,VERB,1140.0
ученым,ученый,NOUN,1140.0
.,.,PUNCT,1140.0
Но,но,CCONJ,1141.0
только,только,PART,1141.0
не,не,PART,1141.0
филологом,филолог,NOUN,1141.0
",",",",PUNCT,1141.0
как,как,SCONJ,1141.0
отец,отец,NOUN,1141.0
и,и,CCONJ,1141.0
",",",",PUNCT,1141.0
кажется,казаться,VERB,1141.0
",",",",PUNCT,1141.0
дед,дед,NOUN,1141.0
",",",",PUNCT,1141.0
не,не,PART,1141.0
гуманитарием,гуманитарий,NOUN,1141.0
",",",",PUNCT,1141.0
а,а,CCONJ,1141.0
скорее,скорее,ADV,1141.0
уж,уж,PART,1141.0
биологом,биолог,NOUN,1141.0
.,.,PUNCT,1141.0
Эта,этот,DET,1142.0
наука,наука,NOUN,1142.0
казалась,казаться,VERB,1142.0
ему,он,PRON,1142.0
более,более,ADV,1142.0
"""","""",PUNCT,1142.0
чистой,чистый,ADJ,1142.0
"""","""",PUNCT,1142.0
",",",",PUNCT,1142.0
вот,вот,PART,1142.0
как,как,ADV,1142.0
.,.,PUNCT,1142.0
Ему,он,PRON,1143.0
нравилось,нравиться,VERB,1143.0
",",",",PUNCT,1143.0
как,как,SCONJ,1143.0
по,по,ADP,1143.0
вечерам,вечер,NOUN,1143.0
мама,мама,NOUN,1143.0
приносила,приносить,VERB,1143.0
отцу,отец,NOUN,1143.0
в,в,ADP,1143.0
кабинет,кабинет,NOUN,1143.0
крепкий,крепкий,ADJ,1143.0
чай,чай,NOUN,1143.0
.,.,PUNCT,1143.0
Отец,отец,NOUN,1144.0
расхаживал,расхаживать,VERB,1144.0
по,по,ADP,1144.0
темной,темный,ADJ,1144.0
комнате,комната,NOUN,1144.0
",",",",PUNCT,1144.0
позвякивал,позвякивать,VERB,1144.0
ложечкой,ложечка,NOUN,1144.0
по,по,ADP,1144.0
стакану,стакан,NOUN,1144.0
",",",",PUNCT,1144.0
говорил,говорить,VERB,1144.0
что-то,что-то,PRON,1144.0
маме,мама,NOUN,1144.0
так,так,ADV,1144.0
же,же,PART,1144.0
негромко,негромко,ADV,1144.0
",",",",PUNCT,1144.0
как,как,SCONJ,1144.0
неярко,неярко,ADV,1144.0
горел,гореть,VERB,1144.0
свет,свет,NOUN,1144.0
",",",",PUNCT,1144.0
выхватывая,выхватывать,VERB,1144.0
из,из,ADP,1144.0
мрака,мрак,NOUN,1144.0
лишь,лишь,PART,1144.0
стол,стол,NOUN,1144.0
с,с,ADP,1144.0
бумагами,бумага,NOUN,1144.0
и,и,CCONJ,1144.0
книгами,книга,NOUN,1144.0
.,.,PUNCT,1144.0
Когда,когда,SCONJ,1145.0
никого,никто,PRON,1145.0
не,не,PART,1145.0
было,быть,AUX,1145.0
дома,дома,ADV,1145.0
",",",",PUNCT,1145.0
Лева,Лева,PROPN,1145.0
заваривал,заваривать,VERB,1145.0
себе,себя,PRON,1145.0
чай,чай,NOUN,1145.0
покрепче,крепкий,ADJ,1145.0
и,и,CCONJ,1145.0
пил,пить,VERB,1145.0
его,он,PRON,1145.0
через,через,ADP,1145.0
макаронину,макаронина,NOUN,1145.0
",",",",PUNCT,1145.0
и,и,CCONJ,1145.0
ему,он,PRON,1145.0
казалось,казаться,VERB,1145.0
тогда,тогда,ADV,1145.0
",",",",PUNCT,1145.0
что,что,SCONJ,1145.0
на,на,ADP,1145.0
голове,голова,NOUN,1145.0
у,у,ADP,1145.0
него,он,PRON,1145.0
черная,черный,ADJ,1145.0
академическая,академический,ADJ,1145.0
камилавка,камилавка,NOUN,1145.0
…,…,PUNCT,1145.0
"""","""",PUNCT,1146.0
Как,как,SCONJ,1146.0
отец,отец,NOUN,1146.0
",",",",PUNCT,1146.0
но,но,CCONJ,1146.0
покрупнее,крупный,ADJ,1146.0
",",",",PUNCT,1146.0
чем,чем,SCONJ,1146.0
отец,отец,NOUN,1146.0
.,.,PUNCT,1146.0
Именно,именно,PART,1147.0
в,в,ADP,1147.0
этой,этот,DET,1147.0
позе,поза,NOUN,1147.0
прочел,читать,VERB,1147.0
он,он,PRON,1147.0
свою,свой,DET,1147.0
первую,первый,ADJ,1147.0
книгу,книга,NOUN,1147.0
",",",",PUNCT,1147.0
и,и,CCONJ,1147.0
были,быть,AUX,1147.0
это,это,PRON,1147.0
"""","""",PUNCT,1147.0
Отцы,отец,NOUN,1147.0
и,и,CCONJ,1147.0
дети,ребенок,NOUN,1147.0
"""","""",PUNCT,1147.0
.,.,PUNCT,1147.0
Предметом,предмет,NOUN,1148.0
особой,особый,ADJ,1148.0
его,его,DET,1148.0
гордости,гордость,NOUN,1148.0
стало,стать,VERB,1148.0
",",",",PUNCT,1148.0
что,что,SCONJ,1148.0
первая,первый,ADJ,1148.0
же,же,PART,1148.0
книга,книга,NOUN,1148.0
",",",",PUNCT,1148.0
которую,который,PRON,1148.0
он,он,PRON,1148.0
прочел,читать,VERB,1148.0
",",",",PUNCT,1148.0
оказалась,оказаться,VERB,1148.0
книга,книга,NOUN,1148.0
толстая,толстый,ADJ,1148.0
и,и,CCONJ,1148.0
серьезная,серьезный,ADJ,1148.0
.,.,PUNCT,1148.0
Он,он,PRON,1149.0
немного,немного,ADV,1149.0
кичился,кичиться,VERB,1149.0
тем,то,PRON,1149.0
",",",",PUNCT,1149.0
что,что,SCONJ,1149.0
никогда,никогда,ADV,1149.0
не,не,PART,1149.0
читал,читать,VERB,1149.0
тоненьких,тоненький,ADJ,1149.0
детских,детский,ADJ,1149.0
",",",",PUNCT,1149.0
никаких,никакой,DET,1149.0
ни,ни,CCONJ,1149.0
Мальчишей,Мальчиш,PROPN,1149.0
",",",",PUNCT,1149.0
ни,ни,CCONJ,1149.0
Кибальчишей,Кибальчиш,PROPN,1149.0
(,(,PUNCT,1149.0
не,не,PART,1149.0
сознавая,сознавать,VERB,1149.0
",",",",PUNCT,1149.0
что,что,SCONJ,1149.0
его,его,DET,1149.0
заслуга,заслуга,NOUN,1149.0
-,-,PUNCT,1149.0
вторая,второй,ADJ,1149.0
:,:,PUNCT,1149.0
этих,этот,DET,1149.0
книжек,книжка,NOUN,1149.0
просто,просто,PART,1149.0
не,не,PART,1149.0
было,быть,VERB,1149.0
в,в,ADP,1149.0
доме,дом,NOUN,1149.0
Одоевцевых,Одоевцев,PROPN,1149.0
;,;,PUNCT,1149.0
причина,причина,NOUN,1149.0
не,не,PART,1149.0
объявлялась,объявлять,VERB,1149.0
и,и,CCONJ,1149.0
не,не,PART,1149.0
выяснялась,выяснять,VERB,1149.0
-,-,PUNCT,1149.0
она,она,PRON,1149.0
исполнялась,исполнять,VERB,1149.0
.,.,PUNCT,1149.0
И,и,CCONJ,1150.0
быть,быть,VERB,1150.0
может,мочь,VERB,1150.0
",",",",PUNCT,1150.0
сильнее,сильно,ADV,1150.0
всего,все,PRON,1150.0
его,он,PRON,1150.0
поразило,поразить,VERB,1150.0
то,то,PRON,1150.0
",",",",PUNCT,1150.0
что,что,SCONJ,1150.0
прочитал,читать,VERB,1150.0
он,он,PRON,1150.0
эту,этот,DET,1150.0
толстую,толстый,ADJ,1150.0
книгу,книга,NOUN,1150.0
с,с,ADP,1150.0
увлечением,увлечение,NOUN,1150.0
и,и,CCONJ,1150.0
даже,даже,PART,1150.0
удовольствием,удовольствие,NOUN,1150.0
",",",",PUNCT,1150.0
что,что,SCONJ,1150.0
этот,этот,DET,1150.0
труд,труд,NOUN,1150.0
чтения,чтение,NOUN,1150.0
толстых,толстый,ADJ,1150.0
книг,книга,NOUN,1150.0
",",",",PUNCT,1150.0
за,за,ADP,1150.0
который,который,PRON,1150.0
в,в,ADP,1150.0
его,его,DET,1150.0
представлении,представление,NOUN,1150.0
полагались,полагаться,VERB,1150.0
столько,столько,ADV,1150.0
крупные,крупный,ADJ,1150.0
почести,почесть,NOUN,1150.0
",",",",PUNCT,1150.0
оказался,оказаться,VERB,1150.0
и,и,PART,1150.0
не,не,PART,1150.0
таким,такой,DET,1150.0
тяжким,тяжкий,ADJ,1150.0
",",",",PUNCT,1150.0
даже,даже,PART,1150.0
не,не,PART,1150.0
скучным,скучный,ADJ,1150.0
(,(,PUNCT,1150.0
последнее,последний,ADJ,1150.0
каким-то,какой-то,DET,1150.0
образом,образ,NOUN,1150.0
казалось,казаться,VERB,1150.0
в,в,ADP,1150.0
его,его,DET,1150.0
детском,детский,ADJ,1150.0
мозгу,мозг,NOUN,1150.0
непременным,непременный,ADJ,1150.0
условием,условие,NOUN,1150.0
избранничества,избранничество,NOUN,1150.0
),),PUNCT,1150.0
Еще,еще,ADV,1151.0
его,он,PRON,1151.0
поразило,поразить,VERB,1151.0
у,у,ADP,1151.0
Тургенева,Тургенев,PROPN,1151.0
слово,слово,NOUN,1151.0
"""","""",PUNCT,1151.0
девицы,девица,NOUN,1151.0
"""","""",PUNCT,1151.0
и,и,CCONJ,1151.0
что,что,SCONJ,1151.0
девицы,девица,NOUN,1151.0
эти,этот,DET,1151.0
время,время,NOUN,1151.0
от,от,ADP,1151.0
времени,время,NOUN,1151.0
пили,пить,VERB,1151.0
"""","""",PUNCT,1151.0
подслащенную,подсластить,VERB,1151.0
воду,вода,NOUN,1151.0
"""","""",PUNCT,1151.0
.,.,PUNCT,1151.0
Воображая,воображать,VERB,1152.0
и,и,CCONJ,1152.0
прощая,прощать,VERB,1152.0
Тургеневу,Тургенев,PROPN,1152.0
это,это,PRON,1152.0
",",",",PUNCT,1152.0
